post_url,comment_body,post_title,source,post_year,post_month,comment_year,comment_month
https://www.sitejabber.com/users/owent83,No way to send an email. Cannot converse through twitter. Cannot post messages on facebook. The chat function is only a virtual assistant. No thought about the customer? Online customer service is so much worse than any other similar sized company. I am sure they have not compared themselves to other companies. We purchased a 4 pound jar of animal crackers and could not unscrew the top. Four different adults tried – unsuccessfully.,Their online customer service sucks,https://www.sitejabber.com/reviews/costco.com#2149,,,,
https://www.sitejabber.com/users/joels442,"It's stores like this one and her sisters Walmart and sams club that have destroyed businesses and ruined any kind of ""fair business"" forcing you to shop there if you want a lower price. So mom and pop stores have to raise prices. Communist China, haters of God have their grimy paws all over this store. And go figure... this is the only store that's still on a power trip about putting my little nose in my mask! How stupid! But hey it's China! Don't shop at the China Overseas Trading Company! That is what Costco stands for, Don't shop there",OWNED BY CHINA,https://www.sitejabber.com/reviews/costco.com#1386,2021.0,5.0,2021.0,5.0
https://www.sitejabber.com/users/arthura310,"Buy a product with installation and it won't be installed! Call the CEO, Craig Jelinek, and tell him what crap this company is! Or spend Time holding on the phone and talking to India and then returning the product! Shop elsewhere if you are smart.",Horrible company for any appliance!,https://www.sitejabber.com/reviews/costco.com#1975,2023.0,2.0,2023.0,2.0
https://www.sitejabber.com/users/maryjol10,"Treadmill home delivery set up and install. Treadmill was damaged out of the box, so it was returned. Great service so far.
The issue arose when I was told to call Costco Logistics and had to wait on hold for 2 hours. You read that right, 2 hours! Who does that?
Anyway, they are supposed to be delivering it in the future, even though it's not in their warehouse yet. They told me I could always call back and reschedule after they received it in their warehouse. I am hoping 2 weeks is long enough for them to get it delivered. I will NEVER call them again. 2 hours on hold, cannot believe it. This is awful.
I want to know if any of Costco's executives would wait on hold for 2 hours in order to do business with a company.
They should shake loose with the change and hire more people to man their phones.
Shame on you, Costco.",Treadmill home delivery set up and installation,https://www.sitejabber.com/reviews/costco.com#1389,,,,
https://www.sitejabber.com/users/ryanv19,"Recently let me Sam's Club membership expire from all the hype I had heard about Costco. While I the variety of items is fantastic and prices are not bad. The checkout lines are absolutely horrible, lines running half way the store. It tempts me to cancel my Costco membership and go back to Sam's Club. Recently they (Sam's Club) developed a ""Scan & Go"" app for android (maybe IPhone as well) where you scan the items barcode you want, and when you are finished you pay on your phone. Then show e-mailed receipt to individual that reviews receipts as you are leaving and you skip the horrendous checkout lines.
Costco, you need something like this, sooner the better.",Chaos in Costco - Theme Park Style Checkout Lines,https://www.sitejabber.com/reviews/costco.com#1024,2018.0,3.0,2018.0,3.0
https://www.sitejabber.com/users/verntina1013,"Costco has one of the most uncomfortable shopping experiences.
You have to show your card half a billion times to shop...
I can understand presenting your card when you come in but now they have someone at self check out asking to see your card, which makes absolutely no sense since I can't scan an item without scanning my card. Then you get shopped out the door and your items get counted before leaving... Their system will make you feel like a criminal.",Uncomfortable,https://www.sitejabber.com/reviews/costco.com#2131,2023.0,6.0,2023.0,6.0
https://www.sitejabber.com/users/jeepsinklerwkghu,"Costco offers incredible value for families and individuals alike. The bulk buying options save both time and money, and the Kirkland Signature brand provides quality at a fraction of the cost. The food court's delicious and affordable meals are an added bonus. However, the membership fee may deter some shoppers",Top,https://www.sitejabber.com/reviews/costco.com#2553,,,,
https://www.sitejabber.com/users/mcghee16,So my first time ever going to a Costco was with my wife and I immediately fell in love. If you are a family of two or more this is definitely the place you should be shopping. We typically go once or twice a month and we get all the essentials. The prices are great and the products are quality. We decided to upgrade our membership to the executive membership and the card literally pays for itself. Picture here is me Jeremy getting on the plan with my wife because I love it and may need to come without her sometimes. This card and membership is a must have. Side note: this was the best picture taken that day. Lol,I Love Costco,https://www.sitejabber.com/reviews/costco.com#2209,2023.0,7.0,2023.0,7.0
https://www.sitejabber.com/users/tomy417,"I ordered a washer and dryer that was supposed to be delivered April 8. I get notified the day of delivery that one of the appliances was damaged in transit. They were not able to ship out a replacement order until Apr 22. All they gave me for 2 weeks of dirty clothes was $25 for the ""missed delivery"". Terrible service, unlikely to buy appliances from Costco again.",Messed up delivery and poor customer service,https://www.sitejabber.com/reviews/costco.com#1612,,,,
https://www.sitejabber.com/users/kr535,Ordered tires. One week later Costco cancels order by email. They actually were not in stock although they told me they were. They are not really sure why took a week to figure that out. Now other places I looked at for tires are also out. Unable to leave voice review after call with customer service.,Lied about order,https://www.sitejabber.com/reviews/costco.com#2481,2024.0,1.0,2024.0,1.0
https://www.sitejabber.com/users/jonk50,"I purchased a mattress set and Costco's white-glove delivery from Costco.com on June 23. When the product finally arrived on July 27 it was severely damaged, so I refused it. The delivery people also saw the damage and made a note of it on their paperwork before putting the damaged mattress set back on their truck. On August 3, I received an email from Costco.com saying they would begin the credit process. It is now October 3 and I still have no refund. I have complained several times in the last two months, and each time they reply that it will be 3-5 days before I receive my refund.",Terrible customer service,https://www.sitejabber.com/reviews/costco.com#969,,,,
https://www.sitejabber.com/users/michaelm6438,"Purchased a mattress from Costco.com last month and it was a genuine nightmare! Delivery men dropped off a mattress that was obviously damaged with a five inch tear right on top in plain view. They then never informed me of the problem and even managed to damage the paint on the molding of our stairs on their way to place the mattress in our master bedroom. The customer service we received once we reported the problem was horrible, and in the end Costco finally told us our mattress was now out of stock and discontinued... like so many products they offer. In the end, Costco did what was best for them and they could care less if we were satisfied. We will never buy anything from Costco.com again.",Don't buy a mattress from Costco.com!,https://www.sitejabber.com/reviews/costco.com#1368,2021.0,2.0,2021.0,2.0
https://www.sitejabber.com/users/patd442,"I bought 2 frames and lenses. I was told they will arrive in a week to wait for a phone call. To make sure both glasses came in due to 2 seperate invoices.
I have been calling fir 3 days. Phone just rings rings rings. Finally after I get someone on the phone, glasses been there for 7 days. I got no phone call informing me of their arrival, not even an apology. The guy just said they are in for pick up.
No customer service skills should not be
Working with customers.",Optical Dept,https://www.sitejabber.com/reviews/costco.com#1990,2023.0,2.0,2023.0,2.0
https://www.sitejabber.com/users/bl,Good luck if you got a refund from Costco for over $1000. It is a major of affair to try to get it cashed. They took my coupon off to some office and say that they're bringing out a check. They will give me no idea on how long it takes to get the check.,Cashing Costco checks,https://www.sitejabber.com/reviews/costco.com#2062,2023.0,4.0,2023.0,4.0
https://www.sitejabber.com/users/naarongn,"Sincerely speaking I know no other places with such a big assortment and such friendly pricing. Costco has managed to become a lover for many people around the US due to its mild pricing policy and always fresh products. I shop here regularly, I assume if I would visit other stores, I would've paid way more money that I pay at Costco for the SAME PRODUCTS!
So, guys, thank you very much, wish you all the best only the best!",Wish you all the best,https://www.sitejabber.com/reviews/costco.com#2544,2024.0,3.0,2024.0,3.0
https://www.sitejabber.com/users/williamk1126,"Been a member of Costco for 25 years!
Costco.com does not respond to my current Executive membership id#, customer service hold time longer than 15 minutes. Called three times to place an order and obtain pricing since website login not working. My membership is current. Trying to obtain member pricing to place large order. I give up! I ordered my equipment through eBay & Amazon.
Membership pricing should be displayed, my thoughts. Waste of time.",Non Accessible login 15 minute customer service wait timr,https://www.sitejabber.com/reviews/costco.com#1360,2021.0,1.0,2021.0,1.0
https://www.sitejabber.com/users/patriciaw2882,"Costco's practice of insisting on presenting your membership card before even entering the check out line and then again upon exiting their 'warehouse' along with proof of receipt is, in my opinion, counterproductive to showing appreciation to valued customers and frankly could almost be viewed as discriminatory. It's like stereotyping all their customers as a bunch of thieves. I'll take my business elsewhere, where a feel more welcomed and like a valued customer after dropping my wad a cash. The only people who I believe appreciate this treatment are the two employees who get paid to do this asinine job!",I'm not a thief. Just a paying Customer.,https://www.sitejabber.com/reviews/costco.com#2493,2024.0,1.0,2024.0,1.0
https://www.sitejabber.com/users/vroniques,"I bought a big bag of romain lettuce, my boyfriend got sick as a dog plus there's a huge worm in the lettuce! I'm sick to my stomach! I was scared when I saw it before preparing it. Awful and disgusting! Never buying there again! Yukkkkkkkkkk, ptsd moment, I'll never eat salad as well!",Worm in romain lettuce!,https://www.sitejabber.com/reviews/costco.com#2200,2023.0,7.0,2023.0,7.0
https://www.sitejabber.com/users/mm1514,You are asked repeatedly to sign in while in chat which is automated Finally had to call to cancel. Will not order from costco.com again. Yet they send advertisements EVERY day.,Punitive treatment for 'account security'' verification,https://www.sitejabber.com/reviews/costco.com#2406,2023.0,12.0,2023.0,12.0
https://www.sitejabber.com/users/freddya19,"I made an order on 5/20/20 and the order arrived incomplete 5 days later. I tried to contact customer service but the waiting time was 2 hours, but I thought that since there were 2 packages, perhaps the other would arrive in a few days. Seeing that it did not arrive, I saw the status in Fedex and it appeared that the package had arrived damaged and was returned. I thought Costco was going to send me the package again but to my surprise after waiting more than an hour to chat with a representative, he told me that they did not know anything and thank goodness I called. Terrible consumer service.",Product Damaged-Terrible Customer Service,https://www.sitejabber.com/reviews/costco.com#1284,2020.0,5.0,2020.0,5.0
https://www.sitejabber.com/users/jrl,"I've been recommending Costco pharmacy for nearly 10 years to family, friends, co-workers, health care practitioners and persons waiting in line at queue at the bank, post office and grocery store.
Costco has consistently, reliably, promptly, accurately and economically filled and refilled my prescriptions that entire time. I'm vastly more satisfied and impressed with Costco than Walmart, Walgreens, CVS/Albertson's, Safeway or Target.
The generics they provide are consistent for years at a time, avoiding the variations and issues that can arise among generic manufacturers.
Fulfillment is much faster than promised. The claimed processing time is 4 days, with 6-day shipping at no additional charge. Products consistently arrive in 5 days total, occasionally less.
Prices are competitive with any online supplier, and usually lower than any of the brick-and-mortar pharmacies.",I've been recommending Costco pharmacy for nearly 10...,https://www.sitejabber.com/reviews/costco.com#2,2010.0,7.0,2010.0,7.0
https://www.sitejabber.com/users/pamelas125,I always feel that Costco is honest and offers the best deals available. Customer service is crowded but once you get in front of an individual they attempt to handle every issue with a smile and efficiently.,Wonderful Big Box store,https://www.sitejabber.com/reviews/costco.com#875,2017.0,1.0,2017.0,1.0
https://www.sitejabber.com/users/matth1871,"Horrible customer service with long wait times. Rude agents. I just want to close my account. As a store, their lines are always long and their pricing is not competitive. Terribly unsatisfied. Would choose Sams any day.",Wait times over 45 minutes to close my account. Horrible Service,https://www.sitejabber.com/reviews/costco.com#1345,2020.0,12.0,2020.0,12.0
https://www.sitejabber.com/users/victorias133,"Love having one nearby to my work and I get gas there almost exclusively - always cheaper than anywhere else! Can't shop for everything there, but once I find out what I actually use a lot of, can save some good money by buying in bulk and Kirkland products are great quality as well. The best is the guacamole small 80-calorie packs! Vegetables and fruits are a little more expensive and go bad fairly quickly, Sprouts is better for that.",Awesome for most things,https://www.sitejabber.com/reviews/costco.com#1038,2018.0,4.0,2018.0,4.0
https://www.sitejabber.com/users/cield,"No longer paying to be treated like crap by spoiled employees, or run down by obnoxious crazy shoppers.
Anyone w/basic math skills knows you are not saving money by providing Costco storage for their excess and very perishable goods.
P.S. Trader Joes has samples that don't make you wanna wash your mouth out afterwards.",Good Riddance,https://www.sitejabber.com/reviews/costco.com#779,2016.0,10.0,2016.0,10.0
https://www.sitejabber.com/users/trudys4,"I absolutely love this store. You can't beat the reasonable pricing and their return policy is awesome. We buy all of our meat here, it's amazing.
Congratulations to Costco for being our number 1 store!",Can't beat this store,https://www.sitejabber.com/reviews/costco.com#792,,,,
https://www.sitejabber.com/users/honord1,"Like any other bulk grocery store, Costco has its issues though minor. I've never been disappointed with their food or merchandise. You have to know what you're buying, especially single item vs. bulk.",Good bulk buys,https://www.sitejabber.com/reviews/costco.com#420,2016.0,1.0,2016.0,1.0
https://www.sitejabber.com/users/markl176,"It's sure good to know that some big companies still offer great customer service - satisfaction. Seems no matter what I purchased if for some reason, and it could be I just simply changed my mind about the purchase, they have offered me the exchange or refund - no hassles! Thank you Costco!",Nice customer service!,https://www.sitejabber.com/reviews/costco.com#472,,,,
https://www.sitejabber.com/users/jank32,"Their products are always same as what they described. Their shipping speed is better than Canada Post. Their customer service is beyond excellent. I once had to return $900 diamond earrings because one of it didn't latch properly at the back. There was no hassle, no questions.",They never fail to live up to their reputation.,https://www.sitejabber.com/reviews/costco.com#122,2015.0,3.0,2015.0,3.0
https://www.sitejabber.com/users/ao29,Large cheap place to shop with good quality stuff. Staff could be more friendly although most of the customers are business owners and sometimes think their poo done stink. So will give staff a break.,Great store,https://www.sitejabber.com/reviews/costco.com#138,2015.0,3.0,2015.0,3.0
https://www.sitejabber.com/users/williamr30,"I bought a self supporting clothes line (kind of an inverted umbrella on a stand) from Costco's wholesale website. The site was easy to use and entering keywords brought up a good selection including comprehensive details and specification.
I had no real trouble with navigating the checkout procedure though I'm relatively new to on-line shopping. Their prices were significantly lower than other on-line outlets. The product arrived on schedule and I was notified at each step of the shipping process.
I have not had any reason to purchase anything from Costco since August, but I have no reservations about doing so in the future. Though there is always room for improvement, my experience was very positive.",I bought a self supporting clothes line (kind of an...,https://www.sitejabber.com/reviews/costco.com#37,2013.0,12.0,2013.0,12.0
https://www.sitejabber.com/users/tuant27,"1. Many items are out of stock including snacks (pop corn)
2. Their Email contacts are non existent (I cannot ask for refund)
3. It is almost impossible to contact them by phone (working hours)
4. Costco shipping is longer than 2 weeks",You would not buy from Costco.com for 4 reasons,https://www.sitejabber.com/reviews/costco.com#1280,,,,
https://www.sitejabber.com/users/lindak2531,"I am experiencing a nightmare trying to get what I think is a reasonable request.3 items purchased online from costco.com delivered and installed at the same time...""no sorry we can't do that"" Ridiculous!",Never ever order appliances from costco.com,https://www.sitejabber.com/reviews/costco.com#2044,2023.0,4.0,2023.0,4.0
https://www.sitejabber.com/users/billc509,"Wanted a refund on my membership that is a 100% guarantee and was denied. The staff walked away from me after harassing me to sign a form and called the cops.
Costco then tells my purchases to the police so that it stays in a police report that anyone can view now
Melissa Osgood decided to state to the cops that I was verbally abusing her at the Roseville Michigan store. The video recording does not have any verbal abuse
I was only trespassed for not signing a form. Melissa Osgood trespassed me for not signing a form
They denied me a tire warranty service after I got a screw in my tire.
Omar Nezami the guy who gloats they pay him so well he can flat out buy a Mercedes offers me $200. It's great to know they pay him so well but offer me petty change after using the cops as a weapon on me.
I only wonder if telling the police I was a Hispanic creating a disturbance was only to try and get a faster response. Really odd to have 6 cops to come so fast
IF YOU BUY GOLD HERE BEWARE AS THEY TOLD 2 GOVERNMENT AGENCIES THAT I DID",Costco calls cops on gold buyer,https://www.sitejabber.com/reviews/costco.com#2592,2024.0,9.0,2024.0,9.0
https://www.sitejabber.com/users/patriciak1881,"The first time I was shorted pills at Costco I said nothing, but documented my pill usage like a hawk after that. The second time it happened I told the pharmacist I didn't want pills or money. I wanted it documented in case it happened again to someone else. She told me, ""You complained and now Costco will never fill your prescriptions."" Sounds like she knew they had a problem and wanted to shut me up.",Racism,https://www.sitejabber.com/reviews/costco.com#2586,,,,
https://www.sitejabber.com/users/bretthallettawtgb,"Costco's delivery service left me feeling cheated and frustrated. Despite paying extra for expedited shipping, my order arrived a week later than promised. Attempts to seek assistance from customer service were met with long wait times and vague responses. If you're looking for reliable delivery, Costco isn't the answer.",Costly Delivery Dilemma,https://www.sitejabber.com/reviews/costco.com#2574,2024.0,4.0,2024.0,4.0
https://www.sitejabber.com/users/deborahh676,"I no longer believe Costco is superior to Sam's. I was initially thrilled when Costco opened a store near my location, but my excitement was short-lived as I discovered a few things. Firstly, Costco's website is horrible! It has to be one of the worst, if not the worst, websites I've ever encountered. It is not user-friendly at all. Secondly, Costco does not have self-check-out like Sam's. In fact, I can use my phone to scan my items without getting in the self-checkout line. And lastly, and maybe most importantly, Sam's is less expensive than Costco.",Sam's is Superior to Costco,https://www.sitejabber.com/reviews/costco.com#2577,2024.0,4.0,2024.0,4.0
https://www.sitejabber.com/users/soumyaranjanbehera100x,"Shopping at Costco is always a delight, thanks to its unbeatable selection, quality products, and fantastic value. Whether I'm stocking up on pantry essentials, shopping for electronics, or browsing through the latest deals, Costco never fails to impress. The warehouse format allows me to explore a wide range of products under one roof, while the bulk packaging ensures that I get more bang for my buck. I appreciate Costco's commitment to offering high-quality brands and its focus on customer satisfaction, as evidenced by its generous return policy and excellent customer service. With affordable prices and a treasure trove of goodies, Costco has become my go-to destination for all my shopping needs.",A Shopper's Paradise at Costco,https://www.sitejabber.com/reviews/costco.com#2571,,,,
https://www.sitejabber.com/users/robinm1552,"Left front door OPEN, lights on, and snuck away so they didn't have to install or haul away. Absolutely disgusting company practice! Taking advantage of less fortunate family's. Costco refused to refund my money since I'm doing the haul away and the install myself with help from the neighbor.",Shameful,https://www.sitejabber.com/reviews/costco.com#2547,2024.0,3.0,2024.0,3.0
https://www.sitejabber.com/users/jesuskoolngir,"I've had consistently positive experiences with the Costco Pharmacy. The pharmacists are knowledgeable and attentive, and the prescription fill times are usually fast, even during peak hours. I appreciate the convenience of being able to refill prescriptions online or via the Costco app. Plus, the prices for medications are often significantly lower compared to other pharmacies, making Costco my pharmacy of choice.",Well,https://www.sitejabber.com/reviews/costco.com#2559,2024.0,3.0,2024.0,3.0
https://www.sitejabber.com/users/khoacuaresmashfn,"The Costco Bakery never disappoints with its delicious and affordable baked goods. Whether it's their famous sheet cakes, fresh bread, or decadent pastries, everything is made with high-quality ingredients and baked to perfection. The prices are unbeatable, and the portions are generous. I always make sure to pick up something from the Costco Bakery during my shopping trips.",Costco Bakery,https://www.sitejabber.com/reviews/costco.com#2556,2024.0,3.0,2024.0,3.0
https://www.sitejabber.com/users/natgaspardwoiu,"I've had excellent experiences with the Costco Tire Center. The prices are unbeatable, especially considering the quality of tires and the included services like installation, rotation, and balancing. The staff are knowledgeable and efficient, and the wait times are usually minimal. Plus, the warranty and satisfaction guarantee provide added peace of mind.",I've had excellent experiences with the Costco Tire Center.,https://www.sitejabber.com/reviews/costco.com#2562,2024.0,3.0,2024.0,3.0
https://www.sitejabber.com/users/tanyat205,"Not quite sure when Costco did this as I had always use my debit card to pay. Attempted to check out online for a pick up and card was declined. However, there's a hold on my bank account. Again, attempted to check out and card was declined with another hold on my bank account. What's going on Costco? You don't take MasterCard, but for some reason you can put a hold on my account for seven days. I really question that logic. Will be cancelling my membership after this!",No longer accepts Mastercard?,https://www.sitejabber.com/reviews/costco.com#2538,,,,
https://www.sitejabber.com/users/mishkob,"As I noticed by the years, whatever I bought in Costco was with some issues. By example, toilet paper is not the same quality as use to be for whole rolls.
Taquitos rolls come with two boxes. One of them is always staffed with chicken, other one there is no chicken at all.
Clothes are almost every time I purchased, miss measurement.
Definitely,it's not store for the people who know products quality.",Costco sells fake products,https://www.sitejabber.com/reviews/costco.com#2517,2024.0,2.0,2024.0,2.0
https://www.sitejabber.com/users/adelk25,"Costco pharmacy at Seminole, Florida sold me dangerous artheritis pain ointment that damage organs and kill. Name: Diclofenac Sodium gel. I complained to the pharmacy. They ignored me.
Dr. Adel Khalifa",Pharmcy Complaint,https://www.sitejabber.com/reviews/costco.com#2514,,,,
https://www.sitejabber.com/users/sharonm3563,"When I went to check out in the scan your own, someone ran my items for me. What is self check out if someone does it for you. You have to show your card to enter the store, show your card to enter check out lanes, scan your card before you can check out. You can't even pay with a different card even if you have someone with you who wants to gift you items, they tell you to figure it out later. When you leave the store you have to show your receipt and someone literally counts the numbers of items in your card. This was way too much. You can't get in or out without so many uses of showing your card so why have to have every item in your cart counted. There is no place to get more items once you go through the registers. Costco is way over the top on how they handle these matters. Even though I paid for a membership I will never go and shop there again.",Frustrated with Costco,https://www.sitejabber.com/reviews/costco.com#2541,2024.0,3.0,2024.0,3.0
https://www.sitejabber.com/users/bethanyh210,"They must have a different hiring criteria for the pharmacy. They are RUDE. I had a script transferred to them. Kept telling me, after hours, that they had not received the script. I kept calling the doctor that was sending the script and they faxed it repeatedly. THEY, not COSTCO, finally called the pharmacy. Their fax machine wasn't working. Then they failed to text me that the script was ready after 6 hours. I really could used that inhaler since I have pneumonia. They just shrugged.",Garbage Pharmacy,https://www.sitejabber.com/reviews/costco.com#2529,2024.0,2.0,2024.0,2.0
